Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Josh Rojas","KCR",20.4289,77.9737,69.8997,16.0627,10.745,4.06647,0.139955,1.11124,7.35296,6.67061,7.34428,0.100895,17.4506,0.196342,0.305424,0.227998,1.22975,1.18173,0.408341,0.229796,0.0941892,0.223801,0.420861,0.303596,0.339669,0.286029,0.643265,0.109873,3.82705,0.289514,0.0101374,-0.0509262,7.50226,-1.71094,81.1954,-0.0407889,-0.302407,-1.7737812623381615,0.012853235006332397,0.0898343,999,3.56617,-0.550573,1.83183,3.56617,0.550573,2.55756,63.5,3.175,63.5,3.175,,,,,,,,,,,,,,,,,,,"Josh Rojas","19734",668942
"Jace Jung","DET",18.633,65.652,57.6827,12.1897,8.0615,2.42967,0.111362,1.58716,6.89835,6.6039,7.46825,0.0800014,18.0536,0.310628,0.152036,0.0384052,1.20428,0.143995,0.0978499,0.211323,0.113755,0.274989,0.41367,0.304336,0.339851,0.288381,0.644187,0.128528,2.50066,0.277597,0.0323819,-0.115317,6.44209,-1.3152,82.948,-0.0829352,0.158767,-1.4023948907852173,0.014993473887443542,0.0892406,999,2.91715,0.637058,1.79201,2.91715,-0.637058,2.61065,54.8,2.884210526,54.8,2.884210526,,,,,,,,,,,,,,,,,,,"Jace Jung","31437",690291
"Sam Haggerty","TEX",57.7839,210.815,188.764,44.5565,31.2375,8.73427,1.59292,2.99177,26.1851,17.6493,17.4939,0.497196,47.0423,2.22567,1.27293,1.05793,2.4062,10.7822,2.42852,0.236043,0.0829825,0.223145,0.371877,0.306432,0.346739,0.289013,0.653171,0.110696,6.96568,0.296884,-0.0581358,0.828801,20.7943,-4.11504,85.0396,0.770665,-0.808742,-2.9465402960777283,-3.483921229839325,0.084452,999,2.03227,-0.805418,1.52364,2.03227,0.805418,2.96848,201,3.465517241,201,3.465517241,,,,,,,,,,,,,,,,,,,"Sam Haggerty","18054",664059
"Jorbit Vivas","NYY",8.73924,26.2073,23.3203,5.18569,4.17566,0.774258,0.0345127,0.201256,3.01316,2.56479,2.51831,0.0388247,4.00201,0.272271,0.0725576,0.0239319,0.381399,0.230438,0.131724,0.222368,0.0960919,0.152706,0.629263,0.304631,0.284419,0.268884,0.58905,0.0620513,3.50411,0.259747,0.0379366,-0.0535884,2.15674,-0.939864,69.4178,-0.0156519,0.745446,-0.9629289545118809,0.8803107142448425,0.0822952,999,3.30159,-0.360968,1.99174,3.30159,0.360968,2.34434,16.9,1.877777777,16.9,1.877777777,,,,,,,,,,,,,,,,,,,"Jorbit Vivas","23917",678391
"Richie Palacios","TBR",45.2087,172.897,151.317,34.1222,23.7015,6.77353,0.617833,3.02932,20.3597,14.6841,17.8791,0.381658,34.8173,1.64624,1.41705,0.638226,3.59837,6.3884,1.20436,0.225502,0.103409,0.201376,0.513512,0.311436,0.338492,0.289937,0.649927,0.112989,5.63657,0.270639,-0.327091,0.501623,17.1839,-3.24526,83.8797,0.174532,-0.291107,-3.1196345537900925,-1.9547704458236694,0.0795153,999,2.96347,1.67343,1.50219,2.96347,-1.67343,2.99708,162.2,3.604444444,162.2,3.604444444,,,,,,,,,,,,,,,,,,,"Richie Palacios","24589",680700
"Miles Mastrobuoni","SEA",13.3262,45.3382,40.3314,9.30684,6.7105,2.31764,0.0417525,0.23695,5.14806,3.31914,4.35715,0.0593902,8.79276,0.0630497,0.151502,0.435089,0.616757,1.19374,0.357769,0.230759,0.0961031,0.193937,0.495538,0.305703,0.30792,0.276275,0.613623,0.0771606,4.66195,0.288361,0.0175649,0.0191459,4.00317,-1.35389,81.3906,0.0367108,-0.0408895,-0.9577061049640179,0.1647612750530243,0.0785272,999,3.24528,-0.315083,1.95162,3.24528,0.315083,2.39784,30.1,2.315384615,30.1,2.315384615,,,,,,,,,,,,,,,,,,,"Miles Mastrobuoni","20017",670156
"David Fry","CLE",64.3566,230.321,206.426,45.5798,27.5847,9.44806,0.710016,7.83697,24.8411,27.2505,18.2154,0.687092,63.178,3.98248,1.58072,0.116361,4.02604,2.12498,0.468367,0.220805,0.0790871,0.274305,0.288318,0.294424,0.387349,0.297399,0.681773,0.166544,3.97662,0.275512,-0.209031,-0.0909214,24.2866,-2.92759,90.5957,-0.299952,0.0194141,-2.85284885764122,-4.335196333006024,0.0756309,999,2.10824,0.0405101,1.04591,2.10824,-0.0405101,3.60545,228.4,3.56875,228.4,3.56875,,,,,,,,,,,,,,,,,,,"David Fry","24934",681807
"Oswaldo Cabrera","NYY",49.0275,183.646,165.611,37.578,26.2732,7.12721,0.291476,3.8861,20.7619,18.0029,14.1437,0.192379,38.6022,1.28143,1.27698,1.33303,2.76715,2.2158,0.868517,0.226905,0.0770161,0.210199,0.366396,0.290726,0.343856,0.280355,0.634582,0.116951,4.06452,0.270836,0.0505144,-0.186522,16.8235,-4.87573,77.2974,-0.136007,0.904501,-5.063687860965729,-0.4405592679977417,0.0727585,999,2.54271,0.410808,1.3262,2.54271,-0.410808,3.23174,150.7,3.075510204,150.7,3.075510204,,,,,,,,,,,,,,,,,,,"Oswaldo Cabrera","21707",665828
"Jonatan Clase","TOR",8.04066,29.8635,27.2328,6.02515,3.9612,1.63213,0.0509697,0.380851,3.85951,2.34783,2.33194,0.013619,8.34649,0.125567,0.0726026,0.100521,0.287134,1.7586,0.262016,0.221246,0.0780867,0.279488,0.279392,0.285007,0.326877,0.271911,0.611884,0.105631,6.65131,0.303815,-0.0948493,0.202135,2.53101,-0.997588,72.4569,0.107286,0.650519,-0.8621648922562599,0.5264351889491081,0.0708128,999,3.0506,-0.53525,2.00407,3.0506,0.53525,2.32791,22.2,2.775,22.2,2.775,,,,,,,,,,,,,,,,,,,"Jonatan Clase","26599",682729
"Michael Arroyo","SEA",7.20669,21.5414,19.1914,4.39606,2.93529,0.892703,0.0985576,0.469514,2.37786,2.14084,1.71025,0.0187689,5.2185,0.477348,0.137237,0.025201,0.316834,0.397885,0.0753873,0.229064,0.0793937,0.242254,0.327729,0.305986,0.359246,0.294681,0.665232,0.130181,5.11969,0.287857,-0.0077519,0.0150088,2.22392,-0.321363,94.0697,0.00725687,0,-0.14330880995839834,0.07914987206459045,0.0692924,999,0.707923,-1.30607,2.02383,0.707923,1.30607,2.30156,12.3,1.757142857,12.3,1.757142857,,,,,,,,,,,,,,,,,,,"Michael Arroyo","sa3018429",703197
"Jose Siri","LAA",11.1363,35.4946,32.7732,6.69093,3.74859,1.3947,0.0487047,1.49893,4.45359,4.05569,2.32634,0.000271128,13.4874,0.228994,0.101688,0.0643753,0.313392,1.13887,0.223233,0.204159,0.0655406,0.379986,0.172482,0.260971,0.386896,0.281083,0.647868,0.182738,5.72783,0.290242,-0.0173969,0.0947414,3.27259,-0.921369,76.9935,0.0773445,0.165197,-0.8851229175925255,0.3370538055896759,0.0689174,999,3.45205,1.38869,1.92835,3.45205,-1.38869,2.42887,26.4,2.4,26.4,2.4,,,,,,,,,,,,,,,,,,,"Jose Siri","17452",642350
"Korey Lee","CHW",33.2158,105.656,98.494,21.4696,14.605,4.12686,0.0948323,2.64297,11.0375,10.0567,5.64283,0.0156834,27.6361,0.620686,0.218597,0.68028,1.809,1.16487,0.433836,0.217979,0.0534074,0.261566,0.204183,0.264185,0.342306,0.266086,0.606491,0.124327,3.76268,0.275109,0.0738542,-0.0823529,8.45492,-4.02919,67.4953,-0.00849874,-1.4979,-4.067574570886791,1.0650469064712524,0.0586598,999,2.98665,2.09916,1.64339,2.98665,-2.09916,2.80881,82.3,2.493939393,82.3,2.493939393,,,,,,,,,,,,,,,,,,,"Korey Lee","25543",686676
"Tyler Tolbert","KCR",49.9808,112.638,101.292,21.6321,15.0454,4.56655,0.702641,1.31755,13.3352,8.67371,6.32808,0.0656276,28.2169,1.69792,1.27807,2.04204,1.49164,11.4437,1.47899,0.213563,0.0561809,0.250511,0.224265,0.268168,0.311543,0.25647,0.57971,0.0979794,8.16103,0.278148,-0.756306,1.53119,8.13421,-5.1748,60.8898,0.77488,0.729875,-4.4317761063575745,1.1706230342388153,0.0563731,999,2.41753,-0.269536,1.89181,2.41753,0.269536,2.47759,93.9,1.878,93.9,1.878,,,,,,,,,,,,,,,,,,,"Tyler Tolbert","25779",686475
"Nick Madrigal","LAA",13.7362,55.1509,50.4407,12.7356,10.2303,2.18518,0.0775017,0.242676,5.64051,4.32385,2.9073,0.0577733,6.59026,1.40995,0.133731,0.259273,1.28511,0.870958,0.267537,0.252488,0.0527153,0.119495,0.441151,0.310665,0.313316,0.280282,0.62398,0.060828,4.08462,0.285609,-0.0193738,-0.0310262,5.04902,-1.46748,76.4416,-0.0504,-0.001571,-1.5817409567534924,0.21040762728080153,0.0539055,999,2.35212,-0.834128,1.95448,2.35212,0.834128,2.39403,42.5,3.035714285,42.5,3.035714285,,,,,,,,,,,,,,,,,,,"Nick Madrigal","20521",663611
"Jhonny Pereda","SEA",11.2823,34.6797,31.0097,6.68614,5.01436,1.25384,0.0342541,0.383692,3.00583,2.86359,3.07217,0.0115792,8.84392,0.236526,0.150931,0.2103,0.798866,0.0646281,0.0202686,0.215614,0.0885871,0.255018,0.347376,0.289963,0.295377,0.264603,0.58534,0.0797627,2.17046,0.287349,-0.0132655,-0.0502444,2.73341,-1.36425,73.3501,-0.0635098,-0.222795,-1.1527969911694527,0.414323627948761,0.0465669,999,0.768787,0.504966,1.96742,0.768787,-0.504966,2.37677,20.1,1.827272727,20.1,1.827272727,,,,,,,,,,,,,,,,,,,"Jhonny Pereda","19802",640902
"Max Schuemann","NYY",20.6226,70.1088,61.8839,13.5148,10.6611,1.81003,0.127582,0.916059,8.39637,5.31098,6.79186,0.0370668,15.8199,0.71572,0.249822,0.467408,1.21463,1.37336,0.368976,0.218389,0.0968761,0.225648,0.429323,0.301866,0.29617,0.271964,0.598036,0.0777806,4.78113,0.277519,0.0313442,0.00387128,5.94489,-2.339,71.5332,0.0352155,-0.243901,-2.3236116245388985,0.3925997465848923,0.0451987,999,3.23603,0.0495392,1.81662,3.23603,-0.0495392,2.57784,57.5,2.738095238,57.5,2.738095238,,,,,,,,,,,,,,,,,,,"Max Schuemann","24488",680474
"Nelson Rada","LAA",19.3107,76.2477,67.3519,15.9114,12.6862,2.59646,0.165084,0.463647,8.45552,5.17264,6.62248,0.0875861,17.8358,1.068,0.193257,1.01203,1.38489,3.56007,0.896477,0.236242,0.0868548,0.233919,0.371303,0.313706,0.300347,0.278668,0.614052,0.0641047,5.54014,0.313686,-0.0949878,0.210949,6.88047,-2.12878,75.3294,0.115961,0.144175,-2.101103775203228,-0.08760537207126617,0.0445685,999,2.68445,-0.130585,1.9044,2.68445,0.130585,2.4608,60.1,3.163157894,60.1,3.163157894,,,,,,,,,,,,,,,,,,,"Nelson Rada","sa3018421",703185
"Bryan Ramos","BAL",12.0232,43.4698,40.1582,8.54774,5.36781,1.82822,0.0623617,1.28935,4.18024,4.16456,2.85899,0.0132228,11.0315,0.291198,0.130434,0.0310342,0.544238,0.417364,0.164732,0.212852,0.0657697,0.253773,0.259167,0.269297,0.357803,0.274706,0.627101,0.144951,3.2744,0.259527,0.0188429,-0.0401334,3.78281,-1.35348,75.2225,-0.0212905,0.0183515,-1.2907443773001432,0.2038951814174652,0.0418776,999,2.22705,-0.364823,1.91664,2.22705,0.364823,2.44448,34.6,2.883333333,34.6,2.883333333,,,,,,,,,,,,,,,,,,,"Bryan Ramos","25621",682868
"Jonah Bride","TEX",9.76245,33.194,28.944,6.24743,4.27956,1.50042,0.025492,0.441954,2.99136,2.7655,3.81237,0.0582896,8.05022,0.238645,0.160541,0.038378,0.633724,0.0520594,0.0289588,0.215845,0.114851,0.242521,0.473573,0.310609,0.315253,0.282918,0.625862,0.0994079,1.96703,0.28165,-0.013741,-0.0560582,3.10992,-0.812202,80.8409,-0.0697991,-0.103613,-0.8193594440817833,0.04704185575246811,0.0378725,999,2.26359,-0.525451,1.97219,2.26359,0.525451,2.37041,22.4,2.24,22.4,2.24,,,,,,,,,,,,,,,,,,,"Jonah Bride","24703",681146
"Jacob Stallings","BAL",30.1005,101.692,90.8828,18.6558,13.0335,3.64998,0.302847,1.66956,8.78642,9.02526,7.74911,0.115076,27.4862,1.92422,0.476962,0.658473,3.72597,0.54078,0.183289,0.205274,0.0762021,0.27029,0.281927,0.280395,0.307211,0.263782,0.587606,0.101937,3.33589,0.273074,-0.278509,-0.116047,7.94749,-4.06814,67.698,-0.394556,-0.748276,-4.2661212384700775,1.1199543476104736,0.0362074,999,2.29295,0.132549,1.65605,2.29295,-0.132549,2.79193,77.7,2.59,77.7,2.59,,,,,,,,,,,,,,,,,,,"Jacob Stallings","13723",607732
"Hao-Yu  Lee","DET",5.68248,20.2704,18.4791,4.44506,3.43374,0.638164,0.0269203,0.346242,2.56735,2.34836,1.57928,0.0320576,4.41673,0.130678,0.0614693,0.0198602,0.316449,0.295873,0.0821868,0.240545,0.0779104,0.21789,0.357567,0.303943,0.334204,0.28396,0.638147,0.0936588,4.28245,0.297499,0.0168283,-0.00822766,1.91627,-0.478836,79.9025,0.00860061,0.0338022,-0.4715499449521303,0.12149469181895256,0.0355658,999,2.56149,-0.165975,2.02378,2.56149,0.165975,2.30163,13.3,2.216666666,13.3,2.216666666,,,,,,,,,,,,,,,,,,,"Hao-Yu  Lee","sa3017863",701678
"Victor Mesa Jr.","TBR",11.0041,36.6886,33.6598,7.83829,5.11199,1.9396,0.0579861,0.728715,3.21321,4.4273,2.50795,0.0312635,7.31735,0.120716,0.10059,0.299588,0.488697,0.207603,0.0767523,0.232868,0.0683577,0.199445,0.34274,0.28764,0.358886,0.28372,0.646526,0.126018,2.67409,0.276483,0.023104,-0.0408056,3.46121,-0.873829,79.6091,-0.0177016,-0.170899,-0.9019083604216576,-0.0010829269886016846,0.0346542,999,2.94114,-0.279985,1.96264,2.94114,0.279985,2.38314,35,3.181818181,35,3.181818181,,,,,,,,,,,,,,,,,,,"Victor Mesa Jr.","25999",683748
"Petey Halpin","CLE",15.4747,36.7794,33.9004,7.26123,4.97267,1.65636,0.0710062,0.5612,4.08451,3.21661,2.657,0.0141524,10.982,0.0935961,0.0941649,0.0341567,0.368718,0.347727,0.112049,0.214193,0.0722415,0.298592,0.241941,0.272466,0.316904,0.2617,0.589371,0.102712,4.09556,0.298424,0.0168839,-0.0272334,2.81224,-1.53352,66.004,-0.0103496,0.281995,-1.484035418368876,0.5208027362823486,0.0309652,999,2.53504,-0.375445,1.94087,2.53504,0.375445,2.41218,29.4,1.96,29.4,1.96,,,,,,,,,,,,,,,,,,,"Petey Halpin","27931",690984
"Myles Straw","TOR",47.9096,158.688,143.233,33.2544,24.7724,6.1086,0.748799,1.62455,19.2679,12.4331,11.2823,0.247481,29.5256,0.52448,0.924575,2.72366,2.23312,6.83562,1.15026,0.23217,0.0710977,0.186061,0.382121,0.28892,0.3193,0.2698,0.60822,0.0871298,6.50315,0.279892,-0.123674,0.656221,13.1773,-5.57293,71.0028,0.532547,0.836445,-4.890871822834015,-0.35788172483444214,0.0217955,999,1.82524,0.559617,1.61396,1.82524,-0.559617,2.84805,130.2,2.7125,130.2,2.7125,,,,,,,,,,,,,,,,,,,"Myles Straw","17620",664702
"Kahlil Watson","CLE",5.95428,23.4236,21.3637,4.53541,2.84872,1.11974,0.0412926,0.525655,2.88966,2.70871,1.82844,0.0159051,7.2957,0.140167,0.0666422,0.0247097,0.271523,0.404831,0.110873,0.212295,0.0780596,0.311468,0.250619,0.277962,0.342389,0.273982,0.620352,0.130094,4.89941,0.294641,0.000995187,0.00386428,2.02461,-0.743075,74.4646,0.00485947,-0.0453928,-0.7001092806458473,0.04649421572685242,0.0156117,999,2.45038,-0.336569,1.98993,2.45038,0.336569,2.34676,25.3,4.216666666,25.3,4.216666666,,,,,,,,,,,,,,,,,,,"Kahlil Watson","sa3017513",696135
"Spencer Jones","NYY",9.46939,35.8481,32.8043,6.98352,3.98977,1.46905,0.0581351,1.46656,4.62916,4.31357,2.78486,0.0510126,13.7728,0.146132,0.0855997,0.0271765,0.371734,1.38481,0.179897,0.212884,0.077685,0.384198,0.202201,0.27678,0.39533,0.291748,0.67211,0.182446,5.91612,0.312565,-0.120035,0.157939,3.61557,-0.620155,85.1238,0.0379046,-0.0438469,-0.5923907943069935,-0.4822445474565029,0.0141823,999,2.96974,0.865147,1.93655,2.96974,-0.865147,2.41793,29.4,3.266666666,29.4,3.266666666,,,,,,,,,,,,,,,,,,,"Spencer Jones","sa3019969",682987
"Connor Joe","SEA",10.3082,29.7017,25.9307,5.62778,3.73049,1.20271,0.0782176,0.616373,3.02593,2.54357,3.01841,0.0276804,7.12064,0.399381,0.339577,0.0136197,0.568604,0.578962,0.224567,0.217032,0.101624,0.239739,0.423896,0.304687,0.340756,0.287716,0.645444,0.123725,4.39559,0.270401,-0.0328966,-0.0231796,2.89843,-0.611054,89.2719,-0.0560762,-0.126382,-0.4316325895488262,-0.45378077030181885,0.0140035,999,0.753106,0.71867,1.99086,0.753106,-0.71867,2.34552,30.8,3.08,30.8,3.08,,,,,,,,,,,,,,,,,,,"Connor Joe","16572",656582
"Drew Romo","CHW",11.4354,25.5266,23.7861,5.08298,3.49402,0.985995,0.0649208,0.538054,2.20026,2.29016,1.32056,0.0207357,8.82947,0.20599,0.141018,0.0730188,0.406637,0.15493,0.0822361,0.213696,0.0517327,0.345892,0.149563,0.25967,0.328469,0.258099,0.588139,0.114773,3.32973,0.312161,0.017478,-0.0356983,1.8772,-1.13897,62.0093,-0.0182204,-0.0323664,-1.1644091233611107,0.43659762293100357,0.0139268,999,0.653517,-0.715368,2.00236,0.653517,0.715368,2.33019,19.3,1.754545454,19.3,1.754545454,,,,,,,,,,,,,,,,,,,"Drew Romo","27763",691011
"Jhonkensy Noel","BAL",7.70846,26.5101,24.7031,5.40616,2.77287,1.25471,0.0291559,1.34943,3.22236,3.43128,1.51077,0.0218626,7.70532,0.19958,0.0834948,0.0131479,0.392424,0.0343298,0.0206956,0.218846,0.0569887,0.290656,0.196069,0.268579,0.435876,0.301674,0.704455,0.21703,2.42266,0.257868,-0.00370904,-0.0310617,2.8874,-0.244973,93.7998,-0.0347707,0.00396643,-0.2284974381327629,-0.5908223022706807,0.00952671,999,2.6819,-0.0435754,1.9684,2.6819,0.0435754,2.37547,21.3,2.6625,21.3,2.6625,,,,,,,,,,,,,,,,,,,"Jhonkensy Noel","24257",678877
"LaMonte Wade Jr.","CHW",43.1196,150.696,128.554,28.2373,18.9013,4.92828,0.496407,3.91131,15.8616,14.1391,18.3516,0.906401,33.7807,1.73261,1.04349,1.01447,2.01274,0.952579,0.266091,0.219654,0.121779,0.224165,0.543256,0.322829,0.35699,0.301923,0.679819,0.137336,3.38664,0.264686,-0.362639,-0.169839,16.4438,-1.36204,92.1134,-0.532478,-0.306007,-1.937146782875061,-3.074521839618683,0.00905732,999,2.47943,-0.539918,1.45487,2.47943,0.539918,3.06018,141.8,3.297674418,141.8,3.297674418,,,,,,,,,,,,,,,,,,,"LaMonte Wade Jr.","18126",664774
"Marco Luciano","NYY",6.69306,21.8678,19.543,3.64755,2.36799,0.734682,0.0321988,0.512681,2.11809,1.94323,2.06679,0.0072255,7.44715,0.111207,0.119604,0.0271742,0.283572,0.213707,0.0743054,0.186642,0.0945129,0.340553,0.277528,0.26673,0.306231,0.256915,0.57296,0.119589,3.688,0.267873,0.00251641,-0.0176513,1.58711,-0.996738,61.1959,-0.0151349,0.114956,-1.0180586082860827,0.35600344091653824,0.00798508,999,0.761019,-0.261036,1.99641,0.761019,0.261036,2.33812,20.7,2.957142857,20.7,2.957142857,,,,,,,,,,,,,,,,,,,"Marco Luciano","25616",682617
"Adam Frazier","LAA",56.6076,215.788,195.712,45.5427,32.6896,8.38566,0.884537,3.58284,22.0449,19.6975,14.2497,0.281859,40.0145,3.45564,1.30225,1.06746,1.72733,3.43826,1.51823,0.232702,0.0660359,0.185435,0.356114,0.29456,0.339508,0.280731,0.634068,0.106806,4.6103,0.273501,0.00243573,-0.264923,19.8338,-5.66314,76.7508,-0.262487,-0.522538,-6.175485581159592,-1.1945174932479858,0.00583721,999,4.00925,1.32211,1.31793,4.00925,-1.32211,3.24276,179.2,3.143859649,179.2,3.143859649,,,,,,,,,,,,,,,,,,,"Adam Frazier","15223",624428
"Chris Taylor","LAA",49.973,174.906,155.991,32.7843,21.4618,7.16577,0.229935,3.92681,19.2497,16.9126,14.5799,0.0879178,54.6818,2.96657,1.25068,0.118094,1.53282,3.62249,1.06461,0.210168,0.0833587,0.312635,0.266632,0.287953,0.334573,0.277261,0.622527,0.124405,4.70985,0.292575,-0.179783,0.0315837,15.5835,-5.08298,74.3606,-0.148199,0.166883,-5.433697983622551,-0.530858501791954,0.00567102,999,3.74266,1.05179,1.3303,3.74266,-1.05179,3.22627,145.5,2.91,145.5,2.91,,,,,,,,,,,,,,,,,,,"Chris Taylor","13757",621035
"Brendan Rodgers","BOS",20.2924,74.0227,68.1647,15.7802,11.3913,3.03266,0.108356,1.24789,7.38754,7.36643,5.13652,0.0477321,20.5147,0.415009,0.236327,0.0701325,1.48664,0.165648,0.0873394,0.231501,0.0693911,0.277141,0.250382,0.288451,0.334091,0.275775,0.622542,0.10259,2.66691,0.311594,0.0601747,-0.114173,6.50583,-2.24053,70.3186,-0.0539985,-0.184073,-2.6435325294733047,0.12908126413822174,0.00340592,999,4.90041,-0.0213699,1.80681,4.90041,0.0213699,2.59092,54.7,2.735,54.7,2.735,,,,,,,,,,,,,,,,,,,"Brendan Rodgers","17907",663898
"Dairon Blanco","KCR",22.6567,52.4927,47.5361,10.9875,7.73035,2.03039,0.216606,1.01013,6.6768,4.22173,3.0896,0.0252966,13.5111,0.775027,0.133626,0.958328,0.483337,6.13739,1.21767,0.231139,0.0588576,0.25739,0.228671,0.288198,0.346714,0.2804,0.634912,0.115575,7.60164,0.300989,-0.26845,0.652443,4.81069,-1.39173,77.3285,0.383993,-0.241495,-1.0225858092308044,-0.7659551203250885,-0.00122381,999,1.67201,0.136233,2.01818,1.67201,-0.136233,2.3091,49.4,2.147826086,49.4,2.147826086,,,,,,,,,,,,,,,,,,,"Dairon Blanco","19779",680118
"Stuart Fairchild","CLE",7.87364,25.6088,23.1682,5.03303,3.25967,1.29381,0.0406485,0.438901,3.31859,2.1801,2.02737,0.0186571,7.05032,0.240717,0.0668025,0.105752,0.367083,0.749003,0.179821,0.217239,0.0791671,0.275309,0.287558,0.286284,0.333425,0.275368,0.619709,0.116186,5.66228,0.29177,-0.0171251,0.0397917,2.24229,-0.783586,75.4191,0.0226666,-0.0772695,-0.7192581482231617,-0.19877630472183228,-0.00374679,999,2.57683,-0.346303,1.99761,2.57683,0.346303,2.33652,15.8,1.975,15.8,1.975,,,,,,,,,,,,,,,,,,,"Stuart Fairchild","20321",656413
"Abraham Toro","KCR",12.138,40.9687,37.2836,8.76828,5.89164,1.85139,0.144828,0.880428,4.21527,4.14088,2.73161,0.0795529,7.60679,0.53663,0.34397,0.0728356,0.574777,0.441353,0.120719,0.235178,0.0666757,0.185673,0.359102,0.294322,0.363447,0.288153,0.657768,0.128269,4.10609,0.270685,-0.0699437,-0.0211111,4.01245,-0.828313,82.6543,-0.0910549,0.246169,-0.9309557676315308,-0.5064884424209595,-0.00520652,999,2.33745,2.55872,1.95197,2.33745,-2.55872,2.39738,40.6,3.383333333,40.6,3.383333333,,,,,,,,,,,,,,,,,,,"Abraham Toro","19844",647351
"Vinny Capra","BOS",7.37001,20.9183,18.8818,4.27057,3.08885,0.868362,0.052916,0.260439,1.98093,1.8224,1.38417,0.0235001,4.81566,0.185016,0.170252,0.297068,0.592892,0.264626,0.0773591,0.226174,0.0661702,0.230213,0.28743,0.283191,0.319147,0.267103,0.602339,0.0929737,4.00608,0.286931,-0.00213857,-0.00935044,1.69123,-0.780432,64.3451,-0.011489,0.0426121,-0.8905480867251754,0.11947247013449669,-0.00522831,999,0.649823,-0.33902,2.03161,0.649823,0.33902,2.29119,9.3,1.328571428,9.3,1.328571428,,,,,,,,,,,,,,,,,,,"Vinny Capra","25040",681962
"Denzer Guzman","LAA",9.14219,35.5806,32.6948,6.97033,4.52824,1.71738,0.0350272,0.689681,3.30661,3.13453,2.63536,0.0142648,11.318,0.112997,0.0839394,0.0535183,0.33883,0.361799,0.0924036,0.213194,0.0740672,0.318095,0.232847,0.273557,0.331148,0.267523,0.604705,0.117954,3.46293,0.302375,-0.000641344,-0.0134245,2.88879,-1.31534,67.6522,-0.0140659,-0.190878,-1.3705989075824618,0.09128871560096741,-0.00559487,999,3.5889,-0.150674,1.95846,3.5889,0.150674,2.38873,30.4,3.377777777,30.4,3.377777777,,,,,,,,,,,,,,,,,,,"Denzer Guzman","28816",694203
"Nick Sogard","BOS",22.8667,87.372,78.0869,18.3065,12.7474,4.64229,0.105389,0.811378,10.3448,7.07813,8.35619,0.08988,19.6132,0.486419,0.330328,0.112193,1.70854,1.25651,0.416078,0.234438,0.0956392,0.22448,0.426049,0.31113,0.327759,0.286196,0.638889,0.0933218,4.08059,0.301678,-0.0499533,-0.0610267,8.41834,-1.90533,77.4973,-0.11098,-0.298013,-2.4282607808709145,-0.6508936882019043,-0.00736163,999,4.41542,0.632008,1.77673,4.41542,-0.632008,2.63102,72.6,3.156521739,72.6,3.156521739,,,,,,,,,,,,,,,,,,,"Nick Sogard","25483",686765
"Dustin Harris","CHW",15.0472,40.1769,36.6162,8.26795,5.70817,1.5825,0.150319,0.826954,4.45854,3.35273,2.93035,0.124838,9.64688,0.344576,0.221263,0.0644572,0.497018,1.47342,0.380118,0.2258,0.0729363,0.24011,0.303762,0.287763,0.344982,0.278335,0.632745,0.119182,5.5727,0.282244,-0.0105767,0.0805402,3.61466,-1.13255,75.9103,0.0699635,0.0213207,-1.0739497691392899,-0.4215461537241936,-0.0138876,999,0.852165,-0.798286,1.96688,0.852165,0.798286,2.37749,33.9,2.26,33.9,2.26,,,,,,,,,,,,,,,,,,,"Dustin Harris","25705",687957
"Weston Wilson","BAL",10.7207,30.2497,27.124,5.66271,3.6484,1.02095,0.0832468,0.910116,3.32166,2.97653,2.61804,0.0521485,8.53001,0.194923,0.16531,0.147373,0.372532,0.748499,0.247331,0.208771,0.0865478,0.281987,0.306922,0.281562,0.353211,0.279492,0.634773,0.14444,4.92912,0.266263,-0.0151106,0.00610196,2.74992,-0.824315,78.5195,-0.00900867,-0.0761713,-0.7748492024838924,-0.40961137413978577,-0.014663,999,0.864013,-0.217173,1.97247,0.864013,0.217173,2.37004,29.8,2.709090909,29.8,2.709090909,,,,,,,,,,,,,,,,,,,"Weston Wilson","19358",642215
"Juan Brito","CLE",26.2331,105.287,92.8679,21.2234,13.9632,4.88264,0.122136,2.2554,11.2886,10.552,10.0326,0.294929,21.8329,1.0479,1.01132,0.326846,1.47737,1.5765,0.68894,0.228533,0.0952884,0.207366,0.459517,0.307774,0.356598,0.293441,0.664373,0.128065,3.67867,0.271783,0.0133757,-0.130217,10.7638,-1.67665,87.869,-0.116842,-2.55536,-1.622204028069973,-2.150529980659485,-0.0152385,999,3.42836,-0.243279,1.68221,3.42836,0.243279,2.75706,91.9,3.534615384,91.9,3.534615384,,,,,,,,,,,,,,,,,,,"Juan Brito","sa3009808",682877
